Entry	Entry Name	Protein names	Gene Names	Organism	Length	Gene Names (primary)	Mass	Annotation	Reviewed	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (GO)	Gene Ontology (molecular function)	Gene Ontology IDs
P0A7B5	PROB_ECOLI	Glutamate 5-kinase (EC 2.7.2.11) (Gamma-glutamyl kinase) (GK)	proB b0242 JW0232	Escherichia coli (strain K12)	367	proB	39057	5.0	reviewed	L-proline biosynthetic process [GO:0055129]; proline biosynthetic process [GO:0006561]	cytosol [GO:0005829]	cytosol [GO:0005829]; ATP binding [GO:0005524]; glutamate 5-kinase activity [GO:0004349]; identical protein binding [GO:0042802]; magnesium ion binding [GO:0000287]; proline binding [GO:1901973]; protein homodimerization activity [GO:0042803]; RNA binding [GO:0003723]; L-proline biosynthetic process [GO:0055129]; proline biosynthetic process [GO:0006561]	ATP binding [GO:0005524]; glutamate 5-kinase activity [GO:0004349]; identical protein binding [GO:0042802]; magnesium ion binding [GO:0000287]; proline binding [GO:1901973]; protein homodimerization activity [GO:0042803]; RNA binding [GO:0003723]	GO:0000287; GO:0003723; GO:0004349; GO:0005524; GO:0005829; GO:0006561; GO:0042802; GO:0042803; GO:0055129; GO:1901973
P0A7B8	HSLV_ECOLI	ATP-dependent protease subunit HslV (EC 3.4.25.2) (Heat shock protein HslV)	hslV htpO yiiC b3932 JW3903	Escherichia coli (strain K12)	176	hslV	19093	5.0	reviewed	cellular response to heat [GO:0034605]; protein denaturation [GO:0030164]; proteolysis [GO:0006508]; proteolysis involved in protein catabolic process [GO:0051603]; response to heat [GO:0009408]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; HslUV protease complex [GO:0009376]; proteasome core complex [GO:0005839]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; HslUV protease complex [GO:0009376]; proteasome core complex [GO:0005839]; ATP binding [GO:0005524]; identical protein binding [GO:0042802]; magnesium ion binding [GO:0000287]; protein domain specific binding [GO:0019904]; threonine-type endopeptidase activity [GO:0004298]; cellular response to heat [GO:0034605]; protein denaturation [GO:0030164]; proteolysis [GO:0006508]; proteolysis involved in protein catabolic process [GO:0051603]; response to heat [GO:0009408]	ATP binding [GO:0005524]; identical protein binding [GO:0042802]; magnesium ion binding [GO:0000287]; protein domain specific binding [GO:0019904]; threonine-type endopeptidase activity [GO:0004298]	GO:0000287; GO:0004298; GO:0005524; GO:0005737; GO:0005829; GO:0005839; GO:0006508; GO:0009376; GO:0009408; GO:0019904; GO:0030164; GO:0034605; GO:0042802; GO:0051603
P0A7C2	LEXA_ECOLI	LexA repressor (EC 3.4.21.88)	lexA exrA spr tsl umuA b4043 JW4003	Escherichia coli (strain K12)	202	lexA	22358	5.0	reviewed	DNA damage response [GO:0006974]; DNA repair [GO:0006281]; DNA replication [GO:0006260]; DNA-templated transcription [GO:0006351]; negative regulation of DNA-templated transcription [GO:0045892]; proteolysis [GO:0006508]; SOS response [GO:0009432]	cytosol [GO:0005829]; protein-DNA complex [GO:0032993]	cytosol [GO:0005829]; protein-DNA complex [GO:0032993]; DNA binding [GO:0003677]; DNA-binding transcription repressor activity [GO:0001217]; identical protein binding [GO:0042802]; sequence-specific DNA binding [GO:0043565]; serine-type endopeptidase activity [GO:0004252]; transcription cis-regulatory region binding [GO:0000976]; DNA damage response [GO:0006974]; DNA repair [GO:0006281]; DNA replication [GO:0006260]; DNA-templated transcription [GO:0006351]; negative regulation of DNA-templated transcription [GO:0045892]; proteolysis [GO:0006508]; SOS response [GO:0009432]	DNA binding [GO:0003677]; DNA-binding transcription repressor activity [GO:0001217]; identical protein binding [GO:0042802]; sequence-specific DNA binding [GO:0043565]; serine-type endopeptidase activity [GO:0004252]; transcription cis-regulatory region binding [GO:0000976]	GO:0000976; GO:0001217; GO:0003677; GO:0004252; GO:0005829; GO:0006260; GO:0006281; GO:0006351; GO:0006508; GO:0006974; GO:0009432; GO:0032993; GO:0042802; GO:0043565; GO:0045892
P0A7D1	PTH_ECOLI	Peptidyl-tRNA hydrolase (Pth) (EC 3.1.1.29) [Cleaved into: Peptidyl-tRNA hydrolase, N-terminally processed]	pth rap b1204 JW1195	Escherichia coli (strain K12)	194	pth	21082	5.0	reviewed	protein quality control for misfolded or incompletely synthesized proteins [GO:0006515]; rescue of stalled ribosome [GO:0072344]	cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; peptidyl-tRNA hydrolase activity [GO:0004045]; tRNA binding [GO:0000049]; protein quality control for misfolded or incompletely synthesized proteins [GO:0006515]; rescue of stalled ribosome [GO:0072344]	peptidyl-tRNA hydrolase activity [GO:0004045]; tRNA binding [GO:0000049]	GO:0000049; GO:0004045; GO:0005737; GO:0006515; GO:0072344
P0A7D4	PURA_ECOLI	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	purA adeK b4177 JW4135	Escherichia coli (strain K12)	432	purA	47345	5.0	reviewed	'de novo' AMP biosynthetic process [GO:0044208]; adenosine biosynthetic process [GO:0046086]; DNA damage response [GO:0006974]; IMP metabolic process [GO:0046040]; nucleobase-containing small molecule interconversion [GO:0015949]; purine nucleotide biosynthetic process [GO:0006164]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; adenylosuccinate synthase activity [GO:0004019]; GTP binding [GO:0005525]; guanosine tetraphosphate binding [GO:0097216]; magnesium ion binding [GO:0000287]; 'de novo' AMP biosynthetic process [GO:0044208]; adenosine biosynthetic process [GO:0046086]; DNA damage response [GO:0006974]; IMP metabolic process [GO:0046040]; nucleobase-containing small molecule interconversion [GO:0015949]; purine nucleotide biosynthetic process [GO:0006164]	adenylosuccinate synthase activity [GO:0004019]; GTP binding [GO:0005525]; guanosine tetraphosphate binding [GO:0097216]; magnesium ion binding [GO:0000287]	GO:0000287; GO:0004019; GO:0005525; GO:0005737; GO:0005829; GO:0006164; GO:0006974; GO:0015949; GO:0016020; GO:0044208; GO:0046040; GO:0046086; GO:0097216
P0A7E1	PYRD_ECOLI	Dihydroorotate dehydrogenase (quinone) (EC 1.3.5.2) (DHOdehase) (DHOD) (DHODase) (Dihydroorotate oxidase)	pyrD b0945 JW0928	Escherichia coli (strain K12)	336	pyrD	36775	5.0	reviewed	'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205]; pyrimidine ribonucleotide biosynthetic process [GO:0009220]	cytosol [GO:0005829]; membrane [GO:0016020]; plasma membrane [GO:0005886]	cytosol [GO:0005829]; membrane [GO:0016020]; plasma membrane [GO:0005886]; dihydroorotate dehydrogenase (quinone) activity [GO:0106430]; dihydroorotate dehydrogenase activity [GO:0004152]; FMN binding [GO:0010181]; 'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205]; pyrimidine ribonucleotide biosynthetic process [GO:0009220]	dihydroorotate dehydrogenase (quinone) activity [GO:0106430]; dihydroorotate dehydrogenase activity [GO:0004152]; FMN binding [GO:0010181]	GO:0004152; GO:0005829; GO:0005886; GO:0006207; GO:0009220; GO:0010181; GO:0016020; GO:0044205; GO:0106430
P0A7E3	PYRE_ECOLI	Orotate phosphoribosyltransferase (OPRT) (OPRTase) (EC 2.4.2.10)	pyrE b3642 JW3617	Escherichia coli (strain K12)	213	pyrE	23567	5.0	reviewed	'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205]; pyrimidine nucleotide biosynthetic process [GO:0006221]; pyrimidine ribonucleoside biosynthetic process [GO:0046132]	cytoplasm [GO:0005737]; cytosol [GO:0005829]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; magnesium ion binding [GO:0000287]; orotate phosphoribosyltransferase activity [GO:0004588]; protein homodimerization activity [GO:0042803]; 'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205]; pyrimidine nucleotide biosynthetic process [GO:0006221]; pyrimidine ribonucleoside biosynthetic process [GO:0046132]	magnesium ion binding [GO:0000287]; orotate phosphoribosyltransferase activity [GO:0004588]; protein homodimerization activity [GO:0042803]	GO:0000287; GO:0004588; GO:0005737; GO:0005829; GO:0006207; GO:0006221; GO:0042803; GO:0044205; GO:0046132
P0A7E5	PYRG_ECOLI	CTP synthase (EC 6.3.4.2) (Cytidine 5'-triphosphate synthase) (Cytidine triphosphate synthetase) (CTP synthetase) (CTPS) (UTP--ammonia ligase)	pyrG b2780 JW2751	Escherichia coli (strain K12)	545	pyrG	60374	5.0	reviewed	'de novo' CTP biosynthetic process [GO:0044210]; CTP biosynthetic process [GO:0006241]; protein homotetramerization [GO:0051289]; pyrimidine nucleobase biosynthetic process [GO:0019856]	cytoophidium [GO:0097268]; cytosol [GO:0005829]; protein-containing complex [GO:0032991]	cytoophidium [GO:0097268]; cytosol [GO:0005829]; protein-containing complex [GO:0032991]; ATP binding [GO:0005524]; CTP synthase activity [GO:0003883]; glutaminase activity [GO:0004359]; identical protein binding [GO:0042802]; magnesium ion binding [GO:0000287]; 'de novo' CTP biosynthetic process [GO:0044210]; CTP biosynthetic process [GO:0006241]; protein homotetramerization [GO:0051289]; pyrimidine nucleobase biosynthetic process [GO:0019856]	ATP binding [GO:0005524]; CTP synthase activity [GO:0003883]; glutaminase activity [GO:0004359]; identical protein binding [GO:0042802]; magnesium ion binding [GO:0000287]	GO:0000287; GO:0003883; GO:0004359; GO:0005524; GO:0005829; GO:0006241; GO:0019856; GO:0032991; GO:0042802; GO:0044210; GO:0051289; GO:0097268
P0A7E9	PYRH_ECOLI	Uridylate kinase (UK) (EC 2.7.4.22) (Uridine monophosphate kinase) (UMP kinase) (UMPK)	pyrH smbA b0171 JW0166	Escherichia coli (strain K12)	241	pyrH	25970	5.0	reviewed	'de novo' CTP biosynthetic process [GO:0044210]; pyrimidine nucleotide biosynthetic process [GO:0006221]; UDP biosynthetic process [GO:0006225]	cytosol [GO:0005829]	cytosol [GO:0005829]; ATP binding [GO:0005524]; identical protein binding [GO:0042802]; UMP kinase activity [GO:0033862]; 'de novo' CTP biosynthetic process [GO:0044210]; pyrimidine nucleotide biosynthetic process [GO:0006221]; UDP biosynthetic process [GO:0006225]	ATP binding [GO:0005524]; identical protein binding [GO:0042802]; UMP kinase activity [GO:0033862]	GO:0005524; GO:0005829; GO:0006221; GO:0006225; GO:0033862; GO:0042802; GO:0044210
P0A7F6	SPED_ECOLI	S-adenosylmethionine decarboxylase proenzyme (AdoMetDC) (SAMDC) (EC 4.1.1.50) [Cleaved into: S-adenosylmethionine decarboxylase beta chain; S-adenosylmethionine decarboxylase alpha chain]	speD b0120 JW0116	Escherichia coli (strain K12)	264	speD	30385	5.0	reviewed	self proteolysis [GO:0097264]; spermidine biosynthetic process [GO:0008295]	cytosol [GO:0005829]	cytosol [GO:0005829]; adenosylmethionine decarboxylase activity [GO:0004014]; magnesium ion binding [GO:0000287]; self proteolysis [GO:0097264]; spermidine biosynthetic process [GO:0008295]	adenosylmethionine decarboxylase activity [GO:0004014]; magnesium ion binding [GO:0000287]	GO:0000287; GO:0004014; GO:0005829; GO:0008295; GO:0097264
P0A7F9	QUEA_ECOLI	S-adenosylmethionine:tRNA ribosyltransferase-isomerase (EC 2.4.99.17) (Queuosine biosynthesis protein QueA)	queA b0405 JW0395	Escherichia coli (strain K12)	356	queA	39431	5.0	reviewed	queuosine biosynthetic process [GO:0008616]; response to radiation [GO:0009314]; tRNA wobble guanine modification [GO:0002099]	cytosol [GO:0005829]	cytosol [GO:0005829]; S-adenosylmethionine:tRNA ribosyltransferase-isomerase activity [GO:0051075]; queuosine biosynthetic process [GO:0008616]; response to radiation [GO:0009314]; tRNA wobble guanine modification [GO:0002099]	S-adenosylmethionine:tRNA ribosyltransferase-isomerase activity [GO:0051075]	GO:0002099; GO:0005829; GO:0008616; GO:0009314; GO:0051075
P0A7G2	RBFA_ECOLI	30S ribosome-binding factor (Protein P15B) (Ribosome-binding factor A) (RbfA)	rbfA P15B yhbB b3167 JW3136	Escherichia coli (strain K12)	133	rbfA	15154	5.0	reviewed	DNA damage response [GO:0006974]; maturation of SSU-rRNA [GO:0030490]; response to cold [GO:0009409]; ribosomal small subunit biogenesis [GO:0042274]; ribosome biogenesis [GO:0042254]	cytosol [GO:0005829]	cytosol [GO:0005829]; ribosomal small subunit binding [GO:0043024]; DNA damage response [GO:0006974]; maturation of SSU-rRNA [GO:0030490]; response to cold [GO:0009409]; ribosomal small subunit biogenesis [GO:0042274]; ribosome biogenesis [GO:0042254]	ribosomal small subunit binding [GO:0043024]	GO:0005829; GO:0006974; GO:0009409; GO:0030490; GO:0042254; GO:0042274; GO:0043024
P0A7G6	RECA_ECOLI	Protein RecA (Recombinase A)	recA lexB recH rnmB tif umuB zab b2699 JW2669	Escherichia coli (strain K12)	353	recA	37973	5.0	reviewed	cell motility [GO:0048870]; DNA damage response [GO:0006974]; DNA recombination [GO:0006310]; homologous recombination [GO:0035825]; recombinational repair [GO:0000725]; response to ionizing radiation [GO:0010212]; SOS response [GO:0009432]; translesion synthesis [GO:0019985]	cytoplasm [GO:0005737]; DNA polymerase V complex [GO:0009355]	cytoplasm [GO:0005737]; DNA polymerase V complex [GO:0009355]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent activity, acting on DNA [GO:0008094]; ATP-dependent DNA damage sensor activity [GO:0140664]; damaged DNA binding [GO:0003684]; DNA-binding transcription factor binding [GO:0140297]; single-stranded DNA binding [GO:0003697]; cell motility [GO:0048870]; DNA damage response [GO:0006974]; DNA recombination [GO:0006310]; homologous recombination [GO:0035825]; recombinational repair [GO:0000725]; response to ionizing radiation [GO:0010212]; SOS response [GO:0009432]; translesion synthesis [GO:0019985]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent activity, acting on DNA [GO:0008094]; ATP-dependent DNA damage sensor activity [GO:0140664]; damaged DNA binding [GO:0003684]; DNA-binding transcription factor binding [GO:0140297]; single-stranded DNA binding [GO:0003697]	GO:0000725; GO:0003684; GO:0003697; GO:0005524; GO:0005737; GO:0006310; GO:0006974; GO:0008094; GO:0009355; GO:0009432; GO:0010212; GO:0016887; GO:0019985; GO:0035825; GO:0048870; GO:0140297; GO:0140664
P0A7H0	RECF_ECOLI	DNA replication and repair protein RecF	recF uvrF b3700 JW3677	Escherichia coli (strain K12)	357	recF	40514	5.0	reviewed	DNA replication [GO:0006260]; DNA synthesis involved in DNA repair [GO:0000731]; double-strand break repair [GO:0006302]; recombinational repair [GO:0000725]; response to UV [GO:0009411]; SOS response [GO:0009432]	cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; single-stranded DNA binding [GO:0003697]; DNA replication [GO:0006260]; DNA synthesis involved in DNA repair [GO:0000731]; double-strand break repair [GO:0006302]; recombinational repair [GO:0000725]; response to UV [GO:0009411]; SOS response [GO:0009432]	ATP binding [GO:0005524]; single-stranded DNA binding [GO:0003697]	GO:0000725; GO:0000731; GO:0003697; GO:0005524; GO:0005737; GO:0006260; GO:0006302; GO:0009411; GO:0009432
P0A7I4	RF3_ECOLI	Peptide chain release factor RF3 (RF-3)	prfC miaD tos b4375 JW5873	Escherichia coli (strain K12)	529	prfC	59574	5.0	reviewed	maintenance of translational fidelity [GO:1990145]; regulation of translational termination [GO:0006449]; translational termination [GO:0006415]	cytosol [GO:0005829]	cytosol [GO:0005829]; GDP binding [GO:0019003]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; guanosine tetraphosphate binding [GO:0097216]; translation release factor activity, codon nonspecific [GO:0016150]; translation release factor activity, codon specific [GO:0016149]; maintenance of translational fidelity [GO:1990145]; regulation of translational termination [GO:0006449]; translational termination [GO:0006415]	GDP binding [GO:0019003]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; guanosine tetraphosphate binding [GO:0097216]; translation release factor activity, codon nonspecific [GO:0016150]; translation release factor activity, codon specific [GO:0016149]	GO:0003924; GO:0005525; GO:0005829; GO:0006415; GO:0006449; GO:0016149; GO:0016150; GO:0019003; GO:0097216; GO:1990145
P0A7I7	RIBA_ECOLI	GTP cyclohydrolase-2 (EC 3.5.4.25) (GTP cyclohydrolase II)	ribA b1277 JW1269	Escherichia coli (strain K12)	196	ribA	21836	5.0	reviewed	riboflavin biosynthetic process [GO:0009231]	cytosol [GO:0005829]	cytosol [GO:0005829]; GTP binding [GO:0005525]; GTP cyclohydrolase II activity [GO:0003935]; magnesium ion binding [GO:0000287]; protein homodimerization activity [GO:0042803]; zinc ion binding [GO:0008270]; riboflavin biosynthetic process [GO:0009231]	GTP binding [GO:0005525]; GTP cyclohydrolase II activity [GO:0003935]; magnesium ion binding [GO:0000287]; protein homodimerization activity [GO:0042803]; zinc ion binding [GO:0008270]	GO:0000287; GO:0003935; GO:0005525; GO:0005829; GO:0008270; GO:0009231; GO:0042803
P0A7J0	RIBB_ECOLI	3,4-dihydroxy-2-butanone 4-phosphate synthase (DHBP synthase) (DHBPS) (EC 4.1.99.12)	ribB htrP b3041 JW3009	Escherichia coli (strain K12)	217	ribB	23353	5.0	reviewed	riboflavin biosynthetic process [GO:0009231]	cytosol [GO:0005829]; plasma membrane [GO:0005886]	cytosol [GO:0005829]; plasma membrane [GO:0005886]; 3,4-dihydroxy-2-butanone-4-phosphate synthase activity [GO:0008686]; identical protein binding [GO:0042802]; magnesium ion binding [GO:0000287]; manganese ion binding [GO:0030145]; protein homodimerization activity [GO:0042803]; riboflavin biosynthetic process [GO:0009231]	3,4-dihydroxy-2-butanone-4-phosphate synthase activity [GO:0008686]; identical protein binding [GO:0042802]; magnesium ion binding [GO:0000287]; manganese ion binding [GO:0030145]; protein homodimerization activity [GO:0042803]	GO:0000287; GO:0005829; GO:0005886; GO:0008686; GO:0009231; GO:0030145; GO:0042802; GO:0042803
P0A7J3	RL10_ECOLI	Large ribosomal subunit protein uL10 (50S ribosomal protein L10) (50S ribosomal protein L8)	rplJ b3985 JW3948	Escherichia coli (strain K12)	165	rplJ	17712	5.0	reviewed	cytoplasmic translation [GO:0002181]; negative regulation of translation [GO:0017148]; translation [GO:0006412]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; large ribosomal subunit [GO:0015934]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; large ribosomal subunit [GO:0015934]; large ribosomal subunit rRNA binding [GO:0070180]; ribosome binding [GO:0043022]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]; negative regulation of translation [GO:0017148]; translation [GO:0006412]	large ribosomal subunit rRNA binding [GO:0070180]; ribosome binding [GO:0043022]; structural constituent of ribosome [GO:0003735]	GO:0002181; GO:0003735; GO:0005737; GO:0005829; GO:0006412; GO:0015934; GO:0017148; GO:0022625; GO:0043022; GO:0070180
P0A7J7	RL11_ECOLI	Large ribosomal subunit protein uL11 (50S ribosomal protein L11)	rplK relC b3983 JW3946	Escherichia coli (strain K12)	142	rplK	14875	5.0	reviewed	cytoplasmic translation [GO:0002181]; ribosomal large subunit assembly [GO:0000027]; stringent response [GO:0015968]; translation [GO:0006412]; translational termination [GO:0006415]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; large ribosomal subunit rRNA binding [GO:0070180]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]; ribosomal large subunit assembly [GO:0000027]; stringent response [GO:0015968]; translation [GO:0006412]; translational termination [GO:0006415]	large ribosomal subunit rRNA binding [GO:0070180]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	GO:0000027; GO:0002181; GO:0003735; GO:0005737; GO:0005829; GO:0006412; GO:0006415; GO:0015968; GO:0019843; GO:0022625; GO:0070180
